,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
358,2004-05-15,Parking,Venta,Lleida,130.0,1176630.0,2005-03-18,Jesús
359,2004-05-16,Local,Venta,Barcelona,156.0,896220.0,2005-03-19,Luisa
360,2004-05-17,Local,Venta,Lleida,291.0,1505925.0,2005-03-10,Luisa
363,2004-05-18,Local,Venta,Lleida,267.0,1257036.0,2004-12-26,Luisa
364,2004-05-18,Local,Alquiler,Tarragona,137.0,673355.0,2004-10-16,María
371,2004-05-20,Parking,Alquiler,Lleida,163.0,1317529.0,2005-05-03,Luisa
373,2004-05-21,Piso,Alquiler,Tarragona,167.0,895287.0,2004-11-13,Jesús
374,2004-05-22,Local,Venta,Tarragona,230.0,1398630.0,2005-04-10,María
378,2004-05-24,Piso,Venta,Girona,108.0,812808.0,2004-10-13,Jesús
379,2004-05-25,Local,Venta,Lleida,269.0,2586704.0,2005-03-27,Carmen
383,2004-05-26,Parking,Venta,Barcelona,200.0,1823400.0,2004-10-20,Joaquín
384,2004-05-26,Parking,Venta,Barcelona,197.0,1746405.0,2005-03-20,Luisa
385,2004-05-26,Parking,Alquiler,Girona,184.0,830760.0,2004-09-13,Pedro
387,2004-05-28,Parking,Alquiler,Girona,137.0,835152.0,2005-02-13,Jesús
389,2004-05-30,Parking,Alquiler,Tarragona,65.0,389350.0,2004-12-10,Luisa
391,2004-05-30,Piso,Alquiler,Barcelona,202.0,1560450.0,2005-02-06,Jesús
392,2004-05-31,Piso,Venta,Girona,225.0,1164375.0,2005-03-04,Pedro
393,2004-05-31,Local,Alquiler,Barcelona,203.0,946792.0,2005-04-17,María
395,2004-05-31,Parking,Alquiler,Lleida,296.0,1602544.0,2004-09-07,Jesús
396,2004-06-01,Parking,Venta,Barcelona,177.0,933321.0,2005-05-10,Joaquín
399,2004-06-01,Parking,Venta,Tarragona,208.0,1225120.0,2005-01-22,Carmen
400,2004-06-02,Piso,Alquiler,Barcelona,271.0,2682900.0,2005-06-02,Pedro
402,2004-06-02,Piso,Venta,Girona,90.0,770040.0,2005-04-26,Jesús
404,2004-06-03,Local,Venta,Tarragona,224.0,1804992.0,2005-01-20,Jesús
408,2004-06-04,Parking,Venta,Girona,293.0,1750089.0,2005-04-05,Luisa
409,2004-06-04,Piso,Alquiler,Lleida,46.0,435252.0,2004-10-30,Luisa
410,2004-06-05,Local,Venta,Girona,90.0,742770.0,2004-11-27,Luisa
411,2004-06-05,Local,Venta,Girona,148.0,1268952.0,2004-10-14,María
412,2004-06-05,Piso,Alquiler,Tarragona,189.0,1527498.0,2005-05-14,Luisa
414,2004-06-06,Parking,Venta,Barcelona,46.0,386584.0,2004-12-17,Carmen
418,2004-06-07,Parking,Venta,Girona,174.0,952302.0,2004-12-06,Luisa
419,2004-06-08,Piso,Alquiler,Lleida,114.0,1019160.0,2005-05-29,Carmen
421,2004-06-09,Piso,Alquiler,Barcelona,126.0,637308.0,2004-11-09,Jesús
422,2004-06-09,Local,Alquiler,Barcelona,260.0,1090180.0,2004-12-16,Luisa
423,2004-06-09,Parking,Venta,Barcelona,261.0,1945755.0,2004-11-06,Jesús
426,2004-06-10,Piso,Venta,Barcelona,81.0,583362.0,2005-05-04,Carmen
427,2004-06-10,Piso,Alquiler,Lleida,52.0,338364.0,2005-01-04,Carmen
428,2004-06-11,Parking,Alquiler,Tarragona,271.0,2190493.0,2004-11-02,Jesús
433,2004-06-13,Local,Alquiler,Tarragona,246.0,1898628.0,2004-12-15,Joaquín
436,2004-06-14,Parking,Venta,Girona,107.0,909821.0,2005-05-03,Luisa
439,2004-06-15,Parking,Venta,Barcelona,115.0,1077665.0,2004-09-19,Jesús
440,2004-06-16,Parking,Venta,Barcelona,102.0,790602.0,2004-11-09,Carmen
441,2004-06-16,Parking,Venta,Tarragona,211.0,872063.0,2005-02-26,Pedro
442,2004-06-17,Piso,Alquiler,Girona,245.0,1001070.0,2004-10-14,Jesús
443,2004-06-17,Parking,Venta,Barcelona,102.0,1005312.0,2005-06-09,Luisa
444,2004-06-17,Local,Alquiler,Girona,44.0,189156.0,2004-11-25,Jesús
446,2004-06-17,Parking,Alquiler,Lleida,263.0,1779458.0,2005-01-24,Pedro
447,2004-06-17,Local,Alquiler,Girona,234.0,1159470.0,2004-10-02,Pedro
448,2004-06-17,Local,Venta,Girona,118.0,788948.0,2005-04-08,Pedro
454,2004-06-20,Parking,Alquiler,Barcelona,244.0,2439512.0,2005-01-02,Carmen
455,2004-06-20,Piso,Venta,Lleida,195.0,1797120.0,2004-12-31,María
457,2004-06-20,Piso,Alquiler,Barcelona,71.0,587880.0,2004-10-03,Jesús
465,2004-06-24,Local,Alquiler,Tarragona,44.0,242704.0,2004-10-03,Joaquín
466,2004-06-24,Local,Venta,Girona,126.0,520758.0,2005-06-16,Pedro
467,2004-06-24,Local,Venta,Tarragona,215.0,870105.0,2005-04-02,Jesús
469,2004-06-25,Parking,Venta,Tarragona,191.0,875544.0,2004-11-01,Jesús
472,2004-06-25,Parking,Alquiler,Lleida,105.0,872760.0,2005-03-26,Carmen
484,2004-06-30,Piso,Alquiler,Tarragona,122.0,1093608.0,2005-02-27,Luisa
485,2004-06-30,Piso,Venta,Girona,283.0,2199476.0,2005-06-04,Luisa
487,2004-07-01,Piso,Alquiler,Lleida,185.0,1306840.0,2005-05-17,Carmen
489,2004-07-02,Parking,Alquiler,Barcelona,234.0,1911312.0,2005-04-08,Luisa
490,2004-07-02,Piso,Alquiler,Girona,62.0,358670.0,2005-06-04,Luisa
491,2004-07-03,Local,Venta,Lleida,282.0,1298328.0,2005-03-10,Jesús
492,2004-07-03,Parking,Alquiler,Lleida,299.0,1948583.0,2004-12-21,María
493,2004-07-03,Piso,Venta,Barcelona,274.0,1729762.0,2005-07-03,Luisa
495,2004-07-03,Piso,Alquiler,Lleida,155.0,1166065.0,2004-12-07,Jesús
501,2004-07-05,Piso,Alquiler,Lleida,224.0,2087904.0,2005-01-29,Jesús
502,2004-07-05,Piso,Venta,Barcelona,72.0,647352.0,2005-06-07,María
507,2004-07-05,Local,Venta,Barcelona,271.0,2297538.0,2004-11-22,Jesús
508,2004-07-06,Parking,Venta,Tarragona,80.0,428240.0,2005-02-01,Pedro
511,2004-07-06,Parking,Alquiler,Tarragona,239.0,1782940.0,2004-11-13,Joaquín
518,2004-07-09,Piso,Alquiler,Barcelona,123.0,682773.0,2005-01-30,Luisa
520,2004-07-09,Parking,Venta,Barcelona,105.0,740355.0,2004-12-08,Luisa
523,2004-07-10,Piso,Alquiler,Barcelona,159.0,1536576.0,2005-06-24,Pedro
524,2004-07-10,Parking,Venta,Lleida,280.0,1249360.0,2005-01-09,Pedro
525,2004-07-11,Parking,Venta,Girona,162.0,1594404.0,2005-03-07,María
529,2004-07-12,Local,Venta,Lleida,86.0,446856.0,2005-06-12,María
531,2004-07-12,Local,Alquiler,Lleida,182.0,999726.0,2005-02-20,Carmen
532,2004-07-13,Parking,Venta,Tarragona,72.0,606024.0,2005-04-12,Carmen
536,2004-07-14,Local,Alquiler,Girona,117.0,1031121.0,2005-04-30,Luisa
538,2004-07-16,Parking,Alquiler,Barcelona,111.0,761793.0,2005-07-11,María
539,2004-07-16,Parking,Alquiler,Tarragona,87.0,565587.0,2005-01-25,Joaquín
544,2004-07-18,Local,Venta,Lleida,82.0,419348.0,2005-03-12,Jesús
547,2004-07-20,Parking,Venta,Barcelona,286.0,2330042.0,2004-10-21,Carmen
548,2004-07-20,Local,Venta,Girona,237.0,1403988.0,2005-06-27,Carmen
550,2004-07-21,Piso,Alquiler,Girona,237.0,2215002.0,2004-10-31,Pedro
551,2004-07-21,Local,Venta,Barcelona,125.0,804625.0,2005-06-26,Carmen
553,2004-07-21,Parking,Venta,Barcelona,141.0,867009.0,2004-11-21,Joaquín
554,2004-07-22,Piso,Venta,Girona,138.0,1289748.0,2004-12-25,Luisa
556,2004-07-23,Piso,Alquiler,Girona,198.0,1916442.0,2005-04-14,Joaquín
557,2004-07-24,Piso,Alquiler,Girona,246.0,1875012.0,2005-03-08,Luisa
558,2004-07-24,Local,Alquiler,Tarragona,188.0,1590104.0,2004-10-26,Pedro
560,2004-07-25,Parking,Alquiler,Lleida,53.0,280741.0,2005-07-01,Jesús
561,2004-07-25,Piso,Alquiler,Girona,161.0,960526.0,2005-06-21,Joaquín
562,2004-07-25,Piso,Venta,Barcelona,237.0,1272216.0,2005-04-27,Jesús
565,2004-07-26,Local,Alquiler,Girona,266.0,1881950.0,2005-01-15,María
566,2004-07-26,Local,Venta,Barcelona,98.0,469910.0,2005-01-08,Joaquín
567,2004-07-26,Local,Venta,Lleida,153.0,639999.0,2005-05-11,Luisa
568,2004-07-26,Local,Alquiler,Tarragona,167.0,700398.0,2005-03-07,Luisa
571,2004-07-28,Local,Alquiler,Tarragona,235.0,1897155.0,2005-07-01,Carmen
572,2004-07-28,Parking,Venta,Tarragona,243.0,1038825.0,2004-12-14,Jesús
573,2004-07-28,Local,Alquiler,Lleida,58.0,251430.0,2005-05-30,Carmen
574,2004-07-28,Parking,Alquiler,Barcelona,280.0,1877400.0,2005-04-21,Joaquín
579,2004-07-30,Parking,Venta,Tarragona,226.0,1634884.0,2005-07-20,María
582,2004-07-31,Local,Venta,Tarragona,297.0,1767744.0,2005-03-23,Pedro
584,2004-08-01,Parking,Alquiler,Girona,161.0,1050203.0,2005-02-04,Joaquín
586,2004-08-02,Piso,Alquiler,Barcelona,184.0,1286344.0,2005-07-02,Joaquín
587,2004-08-02,Local,Alquiler,Tarragona,56.0,469168.0,2005-03-08,Pedro
591,2004-08-03,Parking,Alquiler,Girona,145.0,999630.0,2005-05-01,Pedro
595,2004-08-04,Parking,Venta,Lleida,62.0,358360.0,2005-07-23,Luisa
598,2004-08-08,Local,Alquiler,Lleida,76.0,738568.0,2005-03-22,Joaquín
603,2004-08-10,Local,Alquiler,Lleida,149.0,704323.0,2005-08-03,Luisa
604,2004-08-10,Piso,Alquiler,Lleida,212.0,1817264.0,2005-06-25,María
605,2004-08-10,Parking,Alquiler,Lleida,45.0,360765.0,2005-03-05,María
606,2004-08-10,Parking,Venta,Barcelona,49.0,418019.0,2005-02-22,Pedro
609,2004-08-11,Local,Venta,Barcelona,127.0,1058545.0,2005-01-23,Joaquín
614,2004-08-12,Local,Venta,Lleida,283.0,1992320.0,2005-04-07,María
615,2004-08-12,Piso,Alquiler,Barcelona,231.0,1237929.0,2005-04-13,Luisa
616,2004-08-13,Piso,Venta,Lleida,172.0,1283980.0,2005-01-27,Carmen
621,2004-08-14,Piso,Venta,Barcelona,123.0,1116348.0,2005-06-29,Luisa
622,2004-08-15,Local,Venta,Tarragona,72.0,577656.0,2005-07-30,María
625,2004-08-16,Piso,Alquiler,Tarragona,263.0,2061131.0,2005-07-28,Joaquín
626,2004-08-16,Parking,Alquiler,Lleida,86.0,494758.0,2005-03-04,María
628,2004-08-17,Piso,Venta,Girona,249.0,1427019.0,2004-12-04,Jesús
629,2004-08-17,Parking,Alquiler,Girona,170.0,1567060.0,2005-02-19,María
630,2004-08-17,Parking,Alquiler,Barcelona,272.0,1972816.0,2005-08-14,Carmen
631,2004-08-17,Piso,Venta,Girona,201.0,1816437.0,2005-05-10,Pedro
632,2004-08-17,Parking,Alquiler,Girona,167.0,1191044.0,2005-01-11,Luisa
633,2004-08-18,Piso,Alquiler,Tarragona,283.0,2576432.0,2005-05-13,María
634,2004-08-18,Local,Alquiler,Girona,197.0,981651.0,2005-01-17,Jesús
635,2004-08-18,Piso,Alquiler,Tarragona,181.0,1161477.0,2005-05-07,María
636,2004-08-18,Parking,Alquiler,Barcelona,95.0,938030.0,2005-06-03,María
638,2004-08-19,Piso,Alquiler,Girona,277.0,2646181.0,2005-07-04,Carmen
645,2004-08-20,Parking,Alquiler,Lleida,168.0,1192800.0,2005-07-14,Joaquín
646,2004-08-21,Piso,Venta,Barcelona,67.0,346256.0,2005-05-18,Luisa
648,2004-08-21,Piso,Alquiler,Lleida,46.0,386354.0,2005-05-04,Pedro
649,2004-08-22,Parking,Venta,Lleida,80.0,777360.0,2005-04-21,Carmen
650,2004-08-22,Piso,Venta,Girona,207.0,1015956.0,2005-06-17,Jesús
652,2004-08-22,Piso,Venta,Tarragona,147.0,730149.0,2004-12-25,Carmen
657,2004-08-23,Parking,Venta,Tarragona,286.0,1442870.0,2005-08-09,Pedro
659,2004-08-23,Piso,Venta,Tarragona,176.0,1003552.0,2005-08-05,Carmen
660,2004-08-23,Local,Venta,Girona,278.0,1730550.0,2004-12-09,María
661,2004-08-24,Parking,Alquiler,Girona,254.0,1963166.0,2005-07-27,Joaquín
662,2004-08-24,Local,Alquiler,Barcelona,47.0,463843.0,2005-02-19,Joaquín
663,2004-08-24,Local,Alquiler,Girona,252.0,2057832.0,2005-03-14,Luisa
664,2004-08-25,Local,Alquiler,Girona,163.0,1520627.0,2005-04-20,Pedro
667,2004-08-27,Parking,Venta,Barcelona,195.0,1513005.0,2005-01-21,Pedro
668,2004-08-27,Parking,Venta,Tarragona,290.0,1747830.0,2005-01-14,Luisa
671,2004-08-28,Local,Alquiler,Tarragona,186.0,1225926.0,2005-05-16,Luisa
673,2004-08-29,Parking,Venta,Girona,152.0,1392168.0,2005-08-04,Pedro
679,2004-08-30,Piso,Alquiler,Tarragona,249.0,1029864.0,2005-05-06,Carmen
682,2004-08-30,Piso,Alquiler,Lleida,121.0,1049433.0,2005-06-07,Jesús
683,2004-08-31,Parking,Venta,Tarragona,247.0,2285244.0,2005-03-07,María
684,2004-08-31,Piso,Venta,Girona,97.0,662316.0,2005-04-27,Carmen
686,2004-09-01,Piso,Alquiler,Lleida,240.0,1214880.0,2005-04-09,Luisa
688,2004-09-02,Parking,Venta,Girona,64.0,622144.0,2005-07-05,María
689,2004-09-02,Parking,Alquiler,Tarragona,81.0,723492.0,2005-07-10,Joaquín
693,2004-09-03,Piso,Alquiler,Lleida,88.0,392832.0,2005-01-28,María
694,2004-09-03,Local,Venta,Lleida,205.0,1524585.0,2005-05-02,Pedro
696,2004-09-04,Local,Alquiler,Barcelona,163.0,1570016.0,2005-08-04,Carmen
697,2004-09-05,Parking,Alquiler,Girona,187.0,789140.0,2005-05-16,Carmen
699,2004-09-06,Local,Alquiler,Girona,299.0,1251315.0,2005-01-20,Luisa
701,2004-09-07,Piso,Alquiler,Girona,295.0,2553225.0,2005-01-14,Carmen
703,2004-09-08,Piso,Alquiler,Barcelona,278.0,2540364.0,2005-04-12,Carmen
705,2004-09-08,Piso,Alquiler,Girona,258.0,1501560.0,2005-01-05,Joaquín
709,2004-09-09,Parking,Venta,Lleida,274.0,1291636.0,2005-05-24,María
711,2004-09-10,Parking,Alquiler,Lleida,244.0,2280668.0,2005-07-16,María
716,2004-09-10,Local,Alquiler,Tarragona,47.0,457498.0,2005-02-23,Jesús
725,2004-09-13,Parking,Venta,Girona,112.0,1081360.0,2005-05-03,María
729,2004-09-16,Parking,Alquiler,Tarragona,284.0,1830664.0,2005-01-02,Pedro
733,2004-09-17,Piso,Venta,Lleida,85.0,644470.0,2005-06-22,María
